leaf_cluster_id,block_id
0_0,0
0_1,1
0_2,1
0_3,1
0_4,2
0_5,1
0_6,3
0_7,1
0_8,4
0_9,1
0_10,1
0_11,5
0_12,6
0_13,7
0_14,8
0_15,1
0_16,1
0_17,9
0_18,10
0_19,11
0_20,12
0_21,13
0_22,14
0_23,15
0_24,1
0_25,16
0_26,17
0_27,18
0_28,1
0_29,19
0_30,20
0_31,21
0_32,1
0_33,22
0_34,23
0_35,24
0_36,25
0_37,26
0_38,27
0_39,28
0_40,29
0_41,30
0_42,31
0_43,32
0_44,33
0_45,34
0_46,35
0_47,36
0_48,37
0_49,38
0_50,39
0_51,40
0_52,41
0_53,42
0_54,43
0_55,44
0_56,45
0_57,1
0_58,46
0_59,47
0_60,1
0_61,48
0_62,1
0_63,49
0_64,50
0_65,51
0_66,52
0_67,53
0_68,54
0_69,55
0_70,56
0_71,57
0_72,58
0_73,1
0_74,59
0_75,60
0_76,61
0_77,62
0_78,1
0_79,63
0_80,64
0_81,65
0_82,66
0_83,67
0_84,68
0_85,69
0_86,70
0_87,71
0_88,72
0_89,73
0_90,74
0_91,75
0_92,76
0_93,77
0_94,78
0_95,79
0_96,80
0_97,81
0_98,82
0_99,83
0_100,84
0_101,85
0_102,86
0_103,87
0_104,88
0_105,89
0_106,90
0_107,91
0_108,92
0_109,93
0_110,94
0_111,95
0_112,96
0_113,97
0_114,98
0_115,99
0_116,100
0_117,101
0_118,102
0_119,103
0_120,104
0_121,105
0_122,106
0_123,107
0_124,108
0_125,109
0_126,110
0_127,111
0_128,112
0_129,113
0_130,114
0_131,115
0_132,1
0_133,1
0_134,1
0_135,1
0_136,1
0_137,1
0_138,116
0_139,117
0_140,1
0_141,118
0_142,119
0_143,120
0_144,121
0_145,122
0_146,123
0_147,124
0_148,125
0_149,126
0_150,127
0_151,128
0_152,129
0_153,130
0_154,131
0_155,132
0_156,133
0_157,134
0_158,1
0_159,135
0_160,136
0_161,137
0_162,1
0_163,138
0_164,139
0_165,140
0_166,141
0_167,142
0_168,143
0_169,144
0_170,145
0_171,146
0_172,147
0_173,148
0_174,149
0_175,1
0_176,150
0_177,151
0_178,152
0_179,153
0_180,154
0_181,155
0_182,156
0_183,157
0_184,158
0_185,159
0_186,160
0_187,161
0_188,162
0_189,163
0_190,164
0_191,165
0_192,166
0_193,167
0_194,168
0_195,169
0_196,170
0_197,171
0_198,172
0_199,173
0_200,174
0_201,175
0_202,176
0_203,177
0_204,178
0_205,179
0_206,180
0_207,181
0_208,182
0_209,183
0_210,184
0_211,185
0_212,186
0_213,187
0_214,188
0_215,189
0_216,190
0_217,191
0_218,192
0_219,193
0_220,1
0_221,194
0_222,195
0_223,196
0_224,197
0_225,198
0_226,199
0_227,200
0_228,201
0_229,202
0_230,203
0_231,204
0_232,205
0_233,206
0_234,207
0_235,208
0_236,209
0_237,210
1_0,211
2_0,212
3_0,213
5_0,214
6_0,215
