block_id,leaf_clusters,entities,border_edge_count,border_weight_sum
0,1,20,17,17.0
1,97,103639,44786,44786.0
2,1,288,514,514.0
3,1,132,298,298.0
4,1,438,1071,1071.0
5,1,240,204,204.0
6,1,520,1092,1092.0
7,1,4,1,1.0
8,1,50,235,235.0
9,1,200,586,586.0
10,1,221,833,833.0
11,1,275,1242,1242.0
12,1,94,509,509.0
13,1,203,1009,1009.0
14,1,195,1300,1300.0
15,1,204,885,885.0
16,1,185,851,851.0
17,1,107,686,686.0
18,1,85,404,404.0
19,1,3,5,5.0
20,1,257,1156,1156.0
21,1,171,953,953.0
22,1,116,178,178.0
23,1,115,380,380.0
24,1,62,176,176.0
25,1,134,618,618.0
26,1,547,878,878.0
27,1,376,657,657.0
28,1,351,917,917.0
29,1,163,243,243.0
30,1,5,48,48.0
31,1,256,281,281.0
32,1,164,265,265.0
33,1,415,552,552.0
34,1,384,861,861.0
35,1,301,788,788.0
36,1,413,677,677.0
37,1,246,614,614.0
38,1,108,623,623.0
39,1,14,25,25.0
40,1,300,1142,1142.0
41,1,3,4,4.0
42,1,31,91,91.0
43,1,12,26,26.0
44,1,15,50,50.0
45,1,198,877,877.0
46,1,31,73,73.0
47,1,128,173,173.0
48,1,4,10,10.0
49,1,19,44,44.0
50,1,136,206,206.0
51,1,4,8,8.0
52,1,40,135,135.0
53,1,206,63,63.0
54,1,174,53,53.0
55,1,9,15,15.0
56,1,241,64,64.0
57,1,178,85,85.0
58,1,380,131,131.0
59,1,126,31,31.0
60,1,185,81,81.0
61,1,313,206,206.0
62,1,132,118,118.0
63,1,139,29,29.0
64,1,311,1255,1255.0
65,1,295,106,106.0
66,1,149,73,73.0
67,1,105,46,46.0
68,1,116,24,24.0
69,1,159,1059,1059.0
70,1,68,31,31.0
71,1,87,143,143.0
72,1,126,277,277.0
73,1,44,80,80.0
74,1,61,83,83.0
75,1,86,203,203.0
76,1,46,97,97.0
77,1,99,248,248.0
78,1,382,760,760.0
79,1,50,31,31.0
80,1,48,157,157.0
81,1,210,423,423.0
82,1,324,308,308.0
83,1,209,298,298.0
84,1,141,214,214.0
85,1,140,245,245.0
86,1,81,284,284.0
87,1,26,63,63.0
88,1,103,322,322.0
89,1,28,112,112.0
90,1,69,79,79.0
91,1,122,1291,1291.0
92,1,239,1149,1149.0
93,1,20,49,49.0
94,1,425,906,906.0
95,1,111,144,144.0
96,1,230,347,347.0
97,1,11,12,12.0
98,1,75,411,411.0
99,1,51,197,197.0
100,1,94,151,151.0
101,1,77,139,139.0
102,1,149,232,232.0
103,1,29,35,35.0
104,1,48,182,182.0
105,1,93,168,168.0
106,1,65,120,120.0
107,1,321,748,748.0
108,1,13,28,28.0
109,1,8,18,18.0
110,1,160,276,276.0
111,1,40,113,113.0
112,1,82,148,148.0
113,1,73,231,231.0
114,1,72,148,148.0
115,1,100,187,187.0
116,1,6,25,25.0
117,1,64,107,107.0
118,1,108,229,229.0
119,1,4,2,2.0
120,1,4,4,4.0
121,1,69,112,112.0
122,1,114,344,344.0
123,1,50,139,139.0
124,1,102,153,153.0
125,1,64,111,111.0
126,1,60,190,190.0
127,1,123,554,554.0
128,1,77,365,365.0
129,1,148,786,786.0
130,1,48,228,228.0
131,1,173,750,750.0
132,1,171,1080,1080.0
133,1,39,196,196.0
134,1,50,234,234.0
135,1,57,389,389.0
136,1,90,664,664.0
137,1,146,983,983.0
138,1,145,877,877.0
139,1,124,668,668.0
140,1,63,393,393.0
141,1,78,483,483.0
142,1,4,0,0.0
143,1,7,0,0.0
144,1,3,0,0.0
145,1,3,0,0.0
146,1,3,0,0.0
