block_id,leaf_clusters,entities,border_edge_count,border_weight_sum
0,1,20,17,17.0
1,25,51000,124140,124140.0
2,1,3063,4405,4405.0
3,1,2572,6531,6531.0
4,1,288,514,514.0
5,1,1781,6499,6499.0
6,1,132,298,298.0
7,1,438,1071,1071.0
8,1,1615,5592,5592.0
9,1,3362,3982,3982.0
10,1,2249,4251,4251.0
11,1,240,204,204.0
12,1,520,1092,1092.0
13,1,1254,4235,4235.0
14,1,592,1554,1554.0
15,1,988,1781,1781.0
16,1,2865,2434,2434.0
17,1,4,1,1.0
18,1,1572,6507,6507.0
19,1,50,235,235.0
20,1,200,586,586.0
21,1,677,4248,4248.0
22,1,917,5933,5933.0
23,1,221,833,833.0
24,1,559,4665,4665.0
25,1,677,3940,3940.0
26,1,275,1242,1242.0
27,1,285,1408,1408.0
28,1,94,509,509.0
29,1,195,1561,1561.0
30,1,203,1009,1009.0
31,1,195,1300,1300.0
32,1,204,885,885.0
33,1,461,1926,1926.0
34,1,1135,5751,5751.0
35,1,931,4032,4032.0
36,1,185,851,851.0
37,1,107,686,686.0
38,1,85,404,404.0
39,1,296,1305,1305.0
40,1,3,5,5.0
41,1,257,1156,1156.0
42,1,285,1449,1449.0
43,1,171,953,953.0
44,1,116,178,178.0
45,1,115,380,380.0
46,1,62,176,176.0
47,1,134,618,618.0
48,1,547,878,878.0
49,1,376,657,657.0
50,1,351,917,917.0
51,1,436,1440,1440.0
52,1,163,243,243.0
53,1,5,48,48.0
54,1,256,281,281.0
55,1,164,265,265.0
56,1,415,552,552.0
57,1,384,861,861.0
58,1,301,788,788.0
59,1,413,677,677.0
60,1,565,1335,1335.0
61,1,246,614,614.0
62,1,218,1368,1368.0
63,1,588,2886,2886.0
64,1,108,623,623.0
65,1,347,1888,1888.0
66,1,14,25,25.0
67,1,604,1702,1702.0
68,1,471,2940,2940.0
69,1,300,1142,1142.0
70,1,3,4,4.0
71,1,31,91,91.0
72,1,12,26,26.0
73,1,503,2565,2565.0
74,1,15,50,50.0
75,1,198,877,877.0
76,1,31,73,73.0
77,1,1047,3896,3896.0
78,1,128,173,173.0
79,1,4,10,10.0
80,1,19,44,44.0
81,1,136,206,206.0
82,1,4,8,8.0
83,1,40,135,135.0
84,1,206,63,63.0
85,1,174,53,53.0
86,1,9,15,15.0
87,1,241,64,64.0
88,1,178,85,85.0
89,1,380,131,131.0
90,1,126,31,31.0
91,1,185,81,81.0
92,1,313,206,206.0
93,1,132,118,118.0
94,1,139,29,29.0
95,1,311,1255,1255.0
96,1,295,106,106.0
97,1,149,73,73.0
98,1,105,46,46.0
99,1,220,1473,1473.0
100,1,116,24,24.0
101,1,159,1059,1059.0
102,1,412,1463,1463.0
103,1,68,31,31.0
104,1,544,1708,1708.0
105,1,87,143,143.0
106,1,126,277,277.0
107,1,573,1363,1363.0
108,1,44,80,80.0
109,1,61,83,83.0
110,1,716,3082,3082.0
111,1,86,203,203.0
112,1,46,97,97.0
113,1,99,248,248.0
114,1,382,760,760.0
115,1,50,31,31.0
116,1,48,157,157.0
117,1,210,423,423.0
118,1,324,308,308.0
119,1,1044,5370,5370.0
120,1,246,1797,1797.0
121,1,642,1628,1628.0
122,1,209,298,298.0
123,1,141,214,214.0
124,1,226,2536,2536.0
125,1,392,3733,3733.0
126,1,474,4487,4487.0
127,1,140,245,245.0
128,1,81,284,284.0
129,1,395,2367,2367.0
130,1,337,3799,3799.0
131,1,440,3796,3796.0
132,1,26,63,63.0
133,1,562,2907,2907.0
134,1,451,3085,3085.0
135,1,103,322,322.0
136,1,675,6302,6302.0
137,1,456,4679,4679.0
138,1,640,2555,2555.0
139,1,28,112,112.0
