u,v,weight_sum,edge_count,multi_sum
0_24,0_209,1.0,1,1
0_24,0_145,12.0,12,12
0_24,0_234,5.0,5,5
0_24,0_32,10.0,10,11
0_24,0_56,14.0,14,15
0_24,0_114,17.0,17,21
0_24,0_158,10.0,10,10
0_24,0_138,7.0,7,7
0_24,0_147,7.0,7,8
0_24,0_183,10.0,10,10
0_24,0_69,12.0,12,12
0_24,0_225,2.0,2,2
0_24,0_135,5.0,5,5
0_24,0_100,1.0,1,1
0_24,0_206,7.0,7,7
0_24,0_112,52.0,52,66
0_24,0_232,2.0,2,2
0_24,0_42,9.0,9,9
0_24,0_43,8.0,8,8
0_24,0_167,52.0,52,55
0_24,0_54,6.0,6,6
0_24,0_177,2.0,2,2
0_24,0_65,12.0,12,12
0_24,0_34,14.0,14,17
0_24,0_130,7.0,7,7
0_24,0_170,1.0,1,1
0_24,0_27,17.0,17,18
0_24,0_217,16.0,16,17
0_24,0_204,11.0,11,11
0_24,0_126,3.0,3,3
0_24,0_33,9.0,9,9
0_24,0_187,5.0,5,5
0_24,0_66,7.0,7,7
0_24,0_173,13.0,13,13
0_24,0_119,7.0,7,7
0_24,0_77,5.0,5,5
0_24,0_81,5.0,5,5
0_24,0_117,33.0,33,35
0_24,0_53,18.0,18,18
0_24,0_156,8.0,8,8
0_24,0_51,4.0,4,5
0_24,0_195,4.0,4,4
0_24,0_149,36.0,36,41
0_24,0_166,22.0,22,22
0_24,0_208,1.0,1,1
0_24,0_231,14.0,14,14
0_24,0_155,2.0,2,2
0_24,0_49,13.0,13,13
0_24,0_150,4.0,4,4
0_24,0_82,2.0,2,2
0_24,0_113,1.0,1,1
0_24,0_176,3.0,3,3
0_24,0_40,16.0,16,17
0_24,0_30,3.0,3,3
0_24,0_52,3.0,3,3
0_24,0_142,10.0,10,10
0_24,0_131,8.0,8,10
0_24,0_174,2.0,2,2
0_24,0_191,3.0,3,3
0_24,0_180,5.0,5,5
0_24,0_70,16.0,16,16
0_24,0_223,4.0,4,5
0_24,0_101,2.0,2,2
0_24,0_122,2.0,2,2
0_24,0_129,5.0,5,6
0_24,0_165,5.0,5,5
0_24,0_96,1.0,1,1
0_24,0_203,3.0,3,3
0_24,0_86,3.0,3,3
0_24,0_194,2.0,2,2
0_24,0_88,3.0,3,4
0_24,0_229,2.0,2,2
0_24,0_202,2.0,2,2
0_24,0_226,2.0,2,2
0_24,0_219,2.0,2,3
0_24,0_222,2.0,2,2
0_24,0_118,2.0,2,2
0_24,0_84,1.0,1,1
0_24,0_110,1.0,1,1
0_24,0_25,3.0,3,3
0_24,0_37,1.0,1,1
0_24,0_74,1.0,1,1
0_24,0_121,2.0,2,2
0_24,0_50,1.0,1,1
0_24,0_80,2.0,2,2
0_24,0_111,2.0,2,2
0_24,0_236,1.0,1,1
0_24,0_106,1.0,1,1
0_24,0_182,1.0,1,1
0_24,0_38,1.0,1,1
0_24,0_93,1.0,1,1
0_24,0_164,3.0,3,3
0_24,0_35,1.0,1,1
0_24,0_224,1.0,1,1
0_24,0_105,1.0,1,1
0_24,0_230,1.0,1,1
0_25,0_140,29.0,29,29
0_25,0_28,86.0,86,138
0_25,0_60,1.0,1,1
0_25,0_156,9.0,9,17
0_25,0_145,13.0,13,22
0_25,0_149,1.0,1,2
0_25,0_125,12.0,12,15
0_25,0_154,1.0,1,2
0_25,0_29,27.0,27,46
0_25,0_33,11.0,11,21
0_25,0_130,1.0,1,1
0_25,0_150,2.0,2,4
0_25,0_136,1.0,1,2
0_25,0_31,1.0,1,1
0_25,0_123,1.0,1,1
0_25,0_70,1.0,1,1
0_25,0_151,2.0,2,3
0_25,0_163,2.0,2,3
0_25,0_57,2.0,2,2
0_25,0_27,1.0,1,2
0_25,0_78,1.0,1,2
0_25,0_188,1.0,1,1
0_25,0_62,1.0,1,1
0_25,0_114,1.0,1,1
0_25,0_90,1.0,1,2
0_26,0_57,123.0,123,130
0_26,0_140,69.0,69,69
0_26,0_28,150.0,150,155
0_26,0_78,6.0,6,6
0_26,0_60,52.0,52,52
0_26,0_62,9.0,9,9
0_26,0_123,9.0,9,9
0_26,0_33,15.0,15,16
0_26,0_145,4.0,4,5
0_26,0_133,2.0,2,2
0_26,0_29,7.0,7,7
0_26,0_141,2.0,2,2
0_26,0_30,3.0,3,3
0_26,0_152,2.0,2,2
0_26,0_135,1.0,1,1
0_26,0_138,1.0,1,1
0_26,0_136,3.0,3,3
0_26,0_70,1.0,1,1
0_26,0_112,1.0,1,1
0_26,0_139,1.0,1,1
0_26,0_132,1.0,1,1
0_26,0_27,2.0,2,2
0_26,0_32,1.0,1,1
0_26,0_91,1.0,1,1
0_26,0_126,1.0,1,1
0_26,0_117,1.0,1,1
0_26,0_96,2.0,2,2
0_26,0_81,1.0,1,1
0_26,0_146,1.0,1,1
0_27,0_57,33.0,33,33
0_27,0_31,47.0,47,80
0_27,0_140,402.0,402,403
0_27,0_35,74.0,74,125
0_27,0_137,62.0,62,106
0_27,0_28,911.0,911,1442
0_27,0_162,69.0,69,124
0_27,0_30,75.0,75,132
0_27,0_136,9.0,9,16
0_27,0_78,106.0,106,165
0_27,0_33,100.0,100,168
0_27,0_60,7.0,7,7
0_27,0_151,18.0,18,28
0_27,0_175,3.0,3,3
0_27,0_156,41.0,41,65
0_27,0_132,13.0,13,24
0_27,0_29,208.0,208,356
0_27,0_165,227.0,227,406
0_27,0_157,40.0,40,67
0_27,0_150,6.0,6,6
0_27,0_37,62.0,62,108
0_27,0_163,14.0,14,26
0_27,0_159,19.0,19,37
0_27,0_34,123.0,123,219
0_27,0_158,74.0,74,132
0_27,0_90,16.0,16,24
0_27,0_146,11.0,11,19
0_27,0_42,38.0,38,65
0_27,0_161,7.0,7,13
0_27,0_73,26.0,26,44
0_27,0_32,34.0,34,44
0_27,0_39,69.0,69,122
0_27,0_77,9.0,9,12
0_27,0_117,27.0,27,29
0_27,0_86,18.0,18,29
0_27,0_145,20.0,20,33
0_27,0_74,3.0,3,5
0_27,0_81,11.0,11,17
0_27,0_134,5.0,5,10
0_27,0_154,9.0,9,16
0_27,0_43,35.0,35,58
0_27,0_144,9.0,9,16
0_27,0_153,1.0,1,1
0_27,0_45,6.0,6,12
0_27,0_149,5.0,5,8
0_27,0_38,5.0,5,8
0_27,0_51,13.0,13,21
0_27,0_133,2.0,2,4
0_27,0_62,9.0,9,9
0_27,0_114,2.0,2,2
0_27,0_36,32.0,32,55
0_27,0_41,3.0,3,3
0_27,0_135,5.0,5,7
0_27,0_44,1.0,1,2
0_27,0_47,6.0,6,11
0_27,0_166,5.0,5,9
0_27,0_50,7.0,7,14
0_27,0_127,2.0,2,3
0_27,0_120,30.0,30,34
0_27,0_118,5.0,5,7
0_27,0_220,1.0,1,1
0_27,0_123,11.0,11,14
0_27,0_131,1.0,1,1
0_27,0_215,1.0,1,1
0_27,0_112,1.0,1,1
0_27,0_59,1.0,1,1
0_27,0_88,8.0,8,13
0_27,0_80,4.0,4,7
0_27,0_113,2.0,2,2
0_27,0_61,1.0,1,1
0_27,0_91,1.0,1,1
0_27,0_75,2.0,2,4
0_27,0_76,2.0,2,4
0_27,0_40,1.0,1,2
0_27,0_198,2.0,2,2
0_27,0_49,1.0,1,2
0_27,0_46,2.0,2,4
0_27,0_160,1.0,1,2
0_27,0_82,1.0,1,2
0_27,0_58,1.0,1,1
0_28,0_57,712.0,712,749
0_28,0_133,58.0,58,105
0_28,0_31,339.0,339,566
0_28,0_140,1834.0,1834,1841
0_28,0_136,100.0,100,182
0_28,0_137,575.0,575,1061
0_28,0_30,299.0,299,472
0_28,0_78,540.0,540,862
0_28,0_33,437.0,437,742
0_28,0_32,429.0,429,684
0_28,0_149,19.0,19,35
0_28,0_29,756.0,756,1270
0_28,0_94,6.0,6,7
0_28,0_41,4.0,4,4
0_28,0_145,90.0,90,148
0_28,0_37,329.0,329,521
0_28,0_135,71.0,71,118
0_28,0_132,191.0,191,358
0_28,0_158,154.0,154,249
0_28,0_157,41.0,41,67
0_28,0_73,301.0,301,498
0_28,0_35,90.0,90,152
0_28,0_36,127.0,127,200
0_28,0_81,59.0,59,95
0_28,0_90,178.0,178,281
0_28,0_34,166.0,166,264
0_28,0_159,24.0,24,42
0_28,0_151,59.0,59,93
0_28,0_146,46.0,46,74
0_28,0_39,86.0,86,141
0_28,0_60,27.0,27,27
0_28,0_162,82.0,82,137
0_28,0_165,94.0,94,150
0_28,0_75,14.0,14,24
0_28,0_49,13.0,13,23
0_28,0_74,19.0,19,32
0_28,0_156,78.0,78,128
0_28,0_141,4.0,4,4
0_28,0_86,45.0,45,68
0_28,0_134,108.0,108,200
0_28,0_40,2.0,2,3
0_28,0_150,21.0,21,36
0_28,0_175,2.0,2,2
0_28,0_97,1.0,1,1
0_28,0_144,24.0,24,41
0_28,0_80,17.0,17,22
0_28,0_42,67.0,67,110
0_28,0_166,9.0,9,13
0_28,0_77,18.0,18,29
0_28,0_138,21.0,21,38
0_28,0_123,36.0,36,44
0_28,0_154,64.0,64,116
0_28,0_161,19.0,19,37
0_28,0_51,13.0,13,24
0_28,0_45,2.0,2,4
0_28,0_82,7.0,7,13
0_28,0_43,41.0,41,64
0_28,0_153,7.0,7,7
0_28,0_62,31.0,31,36
0_28,0_46,5.0,5,8
0_28,0_139,2.0,2,4
0_28,0_163,43.0,43,68
0_28,0_108,3.0,3,4
0_28,0_38,6.0,6,10
0_28,0_47,6.0,6,10
0_28,0_88,2.0,2,4
0_28,0_112,9.0,9,10
0_28,0_164,1.0,1,1
0_28,0_206,2.0,2,2
0_28,0_215,3.0,3,3
0_28,0_160,4.0,4,7
0_28,0_50,2.0,2,3
0_28,0_91,5.0,5,5
0_28,0_96,4.0,4,4
0_28,0_167,4.0,4,4
0_28,0_69,1.0,1,1
0_28,0_237,1.0,1,1
0_28,0_126,1.0,1,1
0_28,0_118,8.0,8,8
0_28,0_127,3.0,3,4
0_28,0_217,3.0,3,3
0_28,0_221,1.0,1,1
0_28,0_76,1.0,1,1
0_28,0_120,19.0,19,25
0_28,0_70,1.0,1,1
0_28,0_61,4.0,4,4
0_28,0_117,2.0,2,3
0_28,0_213,1.0,1,1
0_28,0_209,2.0,2,2
0_28,0_231,1.0,1,1
0_28,0_44,1.0,1,2
0_28,0_115,7.0,7,7
0_28,0_128,3.0,3,4
0_28,0_178,1.0,1,1
0_28,0_89,2.0,2,2
0_28,0_171,1.0,1,1
0_28,0_105,1.0,1,1
0_28,0_235,1.0,1,1
0_28,0_188,3.0,3,3
0_28,0_148,1.0,1,1
0_28,0_72,1.0,1,1
0_29,0_57,15.0,15,15
0_29,0_62,13.0,13,14
0_29,0_31,101.0,101,172
0_29,0_140,630.0,630,634
0_29,0_137,142.0,142,256
0_29,0_136,51.0,51,93
0_29,0_78,113.0,113,186
0_29,0_33,51.0,51,86
0_29,0_133,12.0,12,22
0_29,0_32,225.0,225,391
0_29,0_42,41.0,41,72
0_29,0_151,24.0,24,39
0_29,0_175,2.0,2,2
0_29,0_156,103.0,103,170
0_29,0_159,13.0,13,21
0_29,0_30,25.0,25,41
0_29,0_132,37.0,37,65
0_29,0_146,30.0,30,47
0_29,0_165,25.0,25,35
0_29,0_39,42.0,42,76
0_29,0_60,11.0,11,11
0_29,0_134,32.0,32,59
0_29,0_154,15.0,15,25
0_29,0_34,47.0,47,84
0_29,0_123,33.0,33,37
0_29,0_43,35.0,35,59
0_29,0_162,44.0,44,77
0_29,0_145,26.0,26,42
0_29,0_150,21.0,21,37
0_29,0_144,15.0,15,29
0_29,0_90,67.0,67,113
0_29,0_163,21.0,21,35
0_29,0_35,79.0,79,129
0_29,0_157,17.0,17,31
0_29,0_49,11.0,11,20
0_29,0_158,34.0,34,55
0_29,0_149,7.0,7,13
0_29,0_161,21.0,21,37
0_29,0_223,2.0,2,2
0_29,0_86,19.0,19,33
0_29,0_138,17.0,17,32
0_29,0_82,17.0,17,30
0_29,0_36,34.0,34,61
0_29,0_38,36.0,36,68
0_29,0_75,3.0,3,5
0_29,0_51,10.0,10,18
0_29,0_37,39.0,39,62
0_29,0_77,8.0,8,16
0_29,0_76,2.0,2,3
0_29,0_73,33.0,33,58
0_29,0_40,6.0,6,10
0_29,0_81,8.0,8,16
0_29,0_46,9.0,9,15
0_29,0_88,2.0,2,4
0_29,0_47,6.0,6,12
0_29,0_135,15.0,15,25
0_29,0_50,4.0,4,8
0_29,0_141,1.0,1,2
0_29,0_139,7.0,7,14
0_29,0_44,3.0,3,5
0_29,0_45,3.0,3,5
0_29,0_80,9.0,9,16
0_29,0_153,2.0,2,2
0_29,0_120,14.0,14,17
0_29,0_231,6.0,6,6
0_29,0_74,2.0,2,4
0_29,0_166,5.0,5,6
0_29,0_112,7.0,7,7
0_29,0_177,3.0,3,3
0_29,0_155,2.0,2,4
0_29,0_110,1.0,1,2
0_29,0_55,1.0,1,1
0_29,0_152,1.0,1,1
0_29,0_65,1.0,1,1
0_29,0_115,3.0,3,3
0_29,0_127,1.0,1,1
0_29,0_61,2.0,2,2
0_29,0_108,1.0,1,1
0_29,0_56,1.0,1,1
0_29,0_198,1.0,1,1
0_29,0_220,1.0,1,1
0_29,0_117,1.0,1,1
0_29,0_125,1.0,1,1
0_29,0_160,1.0,1,2
0_29,0_71,1.0,1,1
0_29,0_210,1.0,1,1
0_29,0_118,1.0,1,1
0_29,0_94,1.0,1,1
0_29,0_143,1.0,1,1
0_30,0_62,6.0,6,7
0_30,0_140,145.0,145,145
0_30,0_132,7.0,7,14
0_30,0_34,17.0,17,31
0_30,0_33,10.0,10,15
0_30,0_134,5.0,5,9
0_30,0_42,1.0,1,2
0_30,0_175,2.0,2,2
0_30,0_37,12.0,12,22
0_30,0_35,3.0,3,6
0_30,0_165,10.0,10,19
0_30,0_78,8.0,8,12
0_30,0_137,12.0,12,21
0_30,0_60,3.0,3,3
0_30,0_57,12.0,12,12
0_30,0_43,5.0,5,9
0_30,0_136,1.0,1,2
0_30,0_31,6.0,6,11
0_30,0_156,2.0,2,4
0_30,0_133,4.0,4,6
0_30,0_151,4.0,4,8
0_30,0_36,2.0,2,3
0_30,0_39,4.0,4,7
0_30,0_144,2.0,2,4
0_30,0_145,7.0,7,14
0_30,0_163,1.0,1,2
0_30,0_116,1.0,1,1
0_30,0_38,2.0,2,4
0_30,0_118,38.0,38,42
0_30,0_120,3.0,3,3
0_30,0_227,1.0,1,1
0_30,0_112,1.0,1,1
0_30,0_49,1.0,1,2
0_30,0_162,2.0,2,3
0_30,0_73,1.0,1,2
0_30,0_149,1.0,1,2
0_30,0_81,1.0,1,2
0_30,0_183,1.0,1,1
0_30,0_71,1.0,1,1
0_30,0_157,1.0,1,2
0_30,0_32,1.0,1,2
0_30,0_186,1.0,1,1
0_30,0_190,1.0,1,1
0_31,0_73,177.0,177,317
0_31,0_158,86.0,86,156
0_31,0_78,221.0,221,359
0_31,0_90,158.0,158,264
0_31,0_75,16.0,16,26
0_31,0_32,255.0,255,427
0_31,0_76,5.0,5,8
0_31,0_157,37.0,37,61
0_31,0_33,43.0,43,76
0_31,0_94,4.0,4,4
0_31,0_159,6.0,6,11
0_31,0_156,68.0,68,114
0_31,0_42,17.0,17,26
0_31,0_145,35.0,35,53
0_31,0_86,18.0,18,29
0_31,0_40,14.0,14,26
0_31,0_81,54.0,54,95
0_31,0_140,397.0,397,399
0_31,0_137,88.0,88,153
0_31,0_136,14.0,14,26
0_31,0_139,1.0,1,2
0_31,0_166,7.0,7,12
0_31,0_77,18.0,18,35
0_31,0_37,72.0,72,119
0_31,0_162,62.0,62,111
0_31,0_135,10.0,10,16
0_31,0_146,32.0,32,48
0_31,0_151,15.0,15,26
0_31,0_134,18.0,18,32
0_31,0_84,5.0,5,5
0_31,0_50,10.0,10,16
0_31,0_164,1.0,1,1
0_31,0_57,11.0,11,11
0_31,0_132,17.0,17,32
0_31,0_154,24.0,24,38
0_31,0_34,27.0,27,43
0_31,0_43,21.0,21,35
0_31,0_150,12.0,12,17
0_31,0_108,3.0,3,4
0_31,0_60,9.0,9,10
0_31,0_41,1.0,1,1
0_31,0_44,4.0,4,7
0_31,0_35,24.0,24,38
0_31,0_133,9.0,9,16
0_31,0_149,6.0,6,10
0_31,0_80,23.0,23,43
0_31,0_51,6.0,6,11
0_31,0_74,6.0,6,12
0_31,0_46,10.0,10,18
0_31,0_39,33.0,33,61
0_31,0_88,2.0,2,3
0_31,0_138,6.0,6,10
0_31,0_49,17.0,17,32
0_31,0_144,6.0,6,9
0_31,0_161,2.0,2,4
0_31,0_38,48.0,48,81
0_31,0_165,6.0,6,11
0_31,0_82,33.0,33,60
0_31,0_130,86.0,86,97
0_31,0_62,10.0,10,11
0_31,0_47,7.0,7,9
0_31,0_123,3.0,3,3
0_31,0_173,1.0,1,1
0_31,0_109,2.0,2,2
0_31,0_45,2.0,2,3
0_31,0_36,7.0,7,12
0_31,0_112,2.0,2,2
0_31,0_117,1.0,1,1
0_31,0_163,3.0,3,5
0_31,0_180,1.0,1,1
0_31,0_153,1.0,1,1
0_31,0_234,1.0,1,1
0_31,0_160,1.0,1,2
0_31,0_102,1.0,1,1
0_31,0_120,1.0,1,1
0_31,0_148,1.0,1,1
0_31,0_106,1.0,1,1
0_31,0_105,1.0,1,1
0_31,0_72,1.0,1,1
0_31,0_71,1.0,1,1
0_32,0_140,876.0,876,877
0_32,0_47,15.0,15,25
0_32,0_136,12.0,12,20
0_32,0_149,28.0,28,43
0_32,0_33,135.0,135,219
0_32,0_137,44.0,44,80
0_32,0_78,291.0,291,461
0_32,0_60,11.0,11,11
0_32,0_146,46.0,46,81
0_32,0_159,49.0,49,83
0_32,0_42,186.0,186,336
0_32,0_90,118.0,118,213
0_32,0_75,14.0,14,23
0_32,0_151,42.0,42,64
0_32,0_162,44.0,44,65
0_32,0_50,95.0,95,163
0_32,0_156,85.0,85,139
0_32,0_134,10.0,10,17
0_32,0_145,57.0,57,95
0_32,0_132,13.0,13,24
0_32,0_45,12.0,12,21
0_32,0_39,22.0,22,32
0_32,0_43,129.0,129,216
0_32,0_129,22.0,22,24
0_32,0_154,28.0,28,47
0_32,0_150,11.0,11,17
0_32,0_144,29.0,29,52
0_32,0_163,86.0,86,146
0_32,0_80,8.0,8,14
0_32,0_153,1.0,1,1
0_32,0_35,11.0,11,18
0_32,0_88,4.0,4,6
0_32,0_62,18.0,18,20
0_32,0_57,5.0,5,5
0_32,0_37,19.0,19,33
0_32,0_38,174.0,174,273
0_32,0_73,13.0,13,17
0_32,0_138,3.0,3,5
0_32,0_165,19.0,19,28
0_32,0_161,45.0,45,79
0_32,0_86,15.0,15,26
0_32,0_133,6.0,6,6
0_32,0_51,43.0,43,78
0_32,0_44,5.0,5,10
0_32,0_123,16.0,16,18
0_32,0_228,1.0,1,1
0_32,0_91,3.0,3,3
0_32,0_70,2.0,2,2
0_32,0_41,2.0,2,2
0_32,0_158,10.0,10,16
0_32,0_112,3.0,3,4
0_32,0_206,1.0,1,1
0_32,0_157,16.0,16,27
0_32,0_34,9.0,9,13
0_32,0_76,1.0,1,1
0_32,0_224,5.0,5,5
0_32,0_117,4.0,4,7
0_32,0_49,8.0,8,12
0_32,0_77,1.0,1,2
0_32,0_126,1.0,1,1
0_32,0_173,1.0,1,1
0_32,0_82,3.0,3,3
0_32,0_40,4.0,4,7
0_32,0_46,2.0,2,4
0_32,0_108,1.0,1,1
0_32,0_81,2.0,2,2
0_32,0_36,1.0,1,2
0_32,0_94,2.0,2,2
0_32,0_188,1.0,1,1
0_32,0_110,1.0,1,1
0_32,0_167,1.0,1,1
0_32,0_125,1.0,1,1
0_32,0_217,1.0,1,1
0_32,0_59,1.0,1,1
0_33,0_140,457.0,457,458
0_33,0_136,15.0,15,21
0_33,0_137,78.0,78,142
0_33,0_149,24.0,24,40
0_33,0_37,44.0,44,71
0_33,0_158,42.0,42,78
0_33,0_132,16.0,16,30
0_33,0_210,2.0,2,3
0_33,0_151,44.0,44,72
0_33,0_150,33.0,33,56
0_33,0_162,63.0,63,111
0_33,0_90,35.0,35,62
0_33,0_156,111.0,111,181
0_33,0_78,70.0,70,116
0_33,0_134,17.0,17,27
0_33,0_146,101.0,101,167
0_33,0_144,44.0,44,74
0_33,0_42,22.0,22,40
0_33,0_123,7.0,7,7
0_33,0_57,74.0,74,81
0_33,0_154,81.0,81,139
0_33,0_133,2.0,2,4
0_33,0_157,20.0,20,36
0_33,0_43,10.0,10,18
0_33,0_34,24.0,24,43
0_33,0_62,22.0,22,23
0_33,0_153,10.0,10,10
0_33,0_73,91.0,91,167
0_33,0_60,10.0,10,11
0_33,0_35,28.0,28,46
0_33,0_138,3.0,3,6
0_33,0_45,5.0,5,9
0_33,0_46,9.0,9,17
0_33,0_38,24.0,24,39
0_33,0_49,7.0,7,13
0_33,0_86,19.0,19,35
0_33,0_77,19.0,19,34
0_33,0_145,55.0,55,95
0_33,0_163,12.0,12,21
0_33,0_51,8.0,8,14
0_33,0_44,6.0,6,11
0_33,0_159,7.0,7,14
0_33,0_39,16.0,16,26
0_33,0_155,8.0,8,11
0_33,0_161,2.0,2,4
0_33,0_88,3.0,3,6
0_33,0_36,5.0,5,9
0_33,0_74,6.0,6,11
0_33,0_135,4.0,4,8
0_33,0_165,8.0,8,13
0_33,0_75,6.0,6,12
0_33,0_81,14.0,14,26
0_33,0_126,41.0,41,45
0_33,0_76,2.0,2,3
0_33,0_127,1.0,1,1
0_33,0_166,4.0,4,7
0_33,0_80,2.0,2,4
0_33,0_204,1.0,1,1
0_33,0_82,3.0,3,5
0_33,0_47,2.0,2,4
0_33,0_40,5.0,5,9
0_33,0_50,1.0,1,2
0_33,0_55,2.0,2,2
0_33,0_215,1.0,1,1
0_33,0_217,3.0,3,3
0_33,0_117,5.0,5,7
0_33,0_89,1.0,1,1
0_33,0_213,1.0,1,1
0_33,0_220,1.0,1,1
0_33,0_167,1.0,1,1
0_33,0_61,1.0,1,1
0_33,0_129,1.0,1,1
0_33,0_105,2.0,2,3
0_33,0_206,1.0,1,1
0_33,0_212,1.0,1,1
0_33,0_41,1.0,1,1
0_33,0_70,1.0,1,1
0_33,0_68,1.0,1,1
0_33,0_148,1.0,1,1
0_34,0_57,5.0,5,5
0_34,0_140,189.0,189,192
0_34,0_137,21.0,21,36
0_34,0_136,8.0,8,10
0_34,0_133,1.0,1,2
0_34,0_42,4.0,4,7
0_34,0_151,10.0,10,15
0_34,0_78,10.0,10,16
0_34,0_154,6.0,6,12
0_34,0_145,10.0,10,16
0_34,0_43,2.0,2,3
0_34,0_35,28.0,28,50
0_34,0_36,3.0,3,5
0_34,0_39,37.0,37,66
0_34,0_149,4.0,4,4
0_34,0_60,9.0,9,9
0_34,0_134,6.0,6,11
0_34,0_62,10.0,10,10
0_34,0_165,25.0,25,44
0_34,0_80,1.0,1,2
0_34,0_37,21.0,21,38
0_34,0_159,3.0,3,4
0_34,0_51,4.0,4,7
0_34,0_157,2.0,2,3
0_34,0_73,2.0,2,2
0_34,0_156,4.0,4,4
0_34,0_144,2.0,2,2
0_34,0_117,43.0,43,46
0_34,0_123,4.0,4,6
0_34,0_59,1.0,1,2
0_34,0_231,1.0,1,1
0_34,0_120,7.0,7,7
0_34,0_118,2.0,2,2
0_34,0_114,1.0,1,1
0_34,0_220,1.0,1,1
0_34,0_112,2.0,2,2
0_34,0_167,2.0,2,2
0_34,0_219,1.0,1,1
0_34,0_162,5.0,5,8
0_34,0_135,1.0,1,2
0_34,0_90,4.0,4,6
0_34,0_160,1.0,1,2
0_34,0_158,1.0,1,1
0_34,0_50,2.0,2,4
0_34,0_146,4.0,4,4
0_34,0_88,1.0,1,2
0_34,0_116,1.0,1,1
0_34,0_161,1.0,1,2
0_34,0_45,3.0,3,4
0_34,0_38,1.0,1,2
0_34,0_132,7.0,7,7
0_34,0_81,2.0,2,4
0_34,0_175,2.0,2,2
0_34,0_130,1.0,1,1
0_34,0_138,1.0,1,1
0_34,0_163,4.0,4,8
0_34,0_77,2.0,2,3
0_34,0_44,1.0,1,1
0_34,0_49,1.0,1,2
0_34,0_86,1.0,1,2
0_35,0_57,1.0,1,1
0_35,0_140,156.0,156,156
0_35,0_78,59.0,59,93
0_35,0_137,45.0,45,75
0_35,0_136,7.0,7,12
0_35,0_60,6.0,6,6
0_35,0_62,3.0,3,3
0_35,0_151,7.0,7,11
0_35,0_175,1.0,1,1
0_35,0_115,7.0,7,8
0_35,0_135,21.0,21,33
0_35,0_134,5.0,5,9
0_35,0_133,6.0,6,10
0_35,0_154,9.0,9,16
0_35,0_37,10.0,10,15
0_35,0_43,41.0,41,68
0_35,0_144,6.0,6,9
0_35,0_153,1.0,1,1
0_35,0_42,29.0,29,49
0_35,0_150,6.0,6,10
0_35,0_156,20.0,20,32
0_35,0_39,12.0,12,20
0_35,0_36,6.0,6,11
0_35,0_90,22.0,22,34
0_35,0_165,8.0,8,15
0_35,0_149,7.0,7,12
0_35,0_132,4.0,4,7
0_35,0_50,4.0,4,8
0_35,0_51,7.0,7,11
0_35,0_138,1.0,1,1
0_35,0_55,4.0,4,4
0_35,0_161,4.0,4,8
0_35,0_159,2.0,2,4
0_35,0_127,1.0,1,1
0_35,0_76,1.0,1,2
0_35,0_120,23.0,23,32
0_35,0_158,2.0,2,4
0_35,0_145,15.0,15,21
0_35,0_146,10.0,10,12
0_35,0_38,7.0,7,11
0_35,0_160,5.0,5,8
0_35,0_166,1.0,1,1
0_35,0_116,2.0,2,2
0_35,0_167,1.0,1,1
0_35,0_46,1.0,1,2
0_35,0_45,3.0,3,5
0_35,0_114,2.0,2,2
0_35,0_47,2.0,2,4
0_35,0_162,3.0,3,4
0_35,0_163,5.0,5,10
0_35,0_80,1.0,1,2
0_35,0_117,1.0,1,2
0_35,0_229,1.0,1,1
0_36,0_57,2.0,2,2
0_36,0_140,51.0,51,51
0_36,0_62,3.0,3,3
0_36,0_175,1.0,1,1
0_36,0_78,1.0,1,2
0_36,0_150,1.0,1,1
0_36,0_134,2.0,2,3
0_36,0_42,2.0,2,4
0_36,0_47,2.0,2,4
0_36,0_132,6.0,6,10
0_36,0_49,4.0,4,8
0_36,0_163,3.0,3,5
0_36,0_156,7.0,7,12
0_36,0_75,2.0,2,2
0_36,0_137,3.0,3,3
0_36,0_37,8.0,8,14
0_36,0_46,1.0,1,2
0_36,0_138,3.0,3,4
0_36,0_157,1.0,1,1
0_36,0_165,2.0,2,4
0_36,0_167,1.0,1,1
0_36,0_86,2.0,2,3
0_36,0_133,1.0,1,1
0_36,0_72,1.0,1,1
0_36,0_50,1.0,1,2
0_36,0_120,15.0,15,17
0_36,0_39,1.0,1,2
0_36,0_51,1.0,1,1
0_36,0_80,1.0,1,2
0_36,0_38,1.0,1,1
0_36,0_149,1.0,1,2
0_36,0_162,1.0,1,2
0_36,0_112,1.0,1,1
0_36,0_154,1.0,1,2
0_36,0_45,2.0,2,3
0_36,0_60,1.0,1,1
0_37,0_140,133.0,133,133
0_37,0_136,4.0,4,7
0_37,0_137,33.0,33,61
0_37,0_162,5.0,5,8
0_37,0_43,9.0,9,18
0_37,0_42,21.0,21,39
0_37,0_132,7.0,7,14
0_37,0_157,1.0,1,1
0_37,0_151,6.0,6,10
0_37,0_78,63.0,63,97
0_37,0_138,9.0,9,16
0_37,0_146,8.0,8,13
0_37,0_134,5.0,5,9
0_37,0_154,5.0,5,9
0_37,0_163,14.0,14,27
0_37,0_90,12.0,12,20
0_37,0_81,8.0,8,15
0_37,0_165,11.0,11,21
0_37,0_86,1.0,1,2
0_37,0_145,19.0,19,34
0_37,0_156,12.0,12,19
0_37,0_73,1.0,1,2
0_37,0_47,3.0,3,6
0_37,0_144,3.0,3,6
0_37,0_161,2.0,2,3
0_37,0_75,9.0,9,17
0_37,0_159,6.0,6,10
0_37,0_135,4.0,4,8
